Joint_1_x,Joint_1_y,Joint_1_z,Joint_2_x,Joint_2_y,Joint_2_z,Joint_3_x,Joint_3_y,Joint_3_z,Correct
-0.3507539,0.6277518,-2.446021,-0.6034374,0.6239069,-2.363046,-0.5727611,0.8229876,-2.186314,1
-0.3511754,0.6280428,-2.446391,-0.6038105,0.6224244,-2.363371,-0.5734682,0.8210871,-2.186112,1
-0.351656,0.627893,-2.446825,-0.604319,0.6211944,-2.363969,-0.5750096,0.8201874,-2.186907,1
-0.3508312,0.6281266,-2.446681,-0.6038803,0.6210201,-2.365047,-0.5760574,0.8203524,-2.188126,1
-0.3515422,0.6286573,-2.450848,-0.6050295,0.6214547,-2.370593,-0.5786318,0.8208256,-2.193498,1
-0.3513914,0.6287465,-2.449848,-0.6049187,0.6222143,-2.369663,-0.5786046,0.8219258,-2.19294,1
-0.3516369,0.6287127,-2.447665,-0.60504,0.6230537,-2.367021,-0.5782369,0.8234611,-2.191161,1
-0.3513249,0.6278205,-2.442932,-0.6043096,0.623476,-2.360906,-0.5767217,0.8249868,-2.186434,1
-0.3521246,0.6280477,-2.445147,-0.6050054,0.6269732,-2.362693,-0.5766951,0.8295135,-2.189533,1
-0.3510205,0.6288742,-2.445947,-0.6033736,0.6307306,-2.361906,-0.5746488,0.8341471,-2.189845,1
-0.3512292,0.6299152,-2.444855,-0.6029662,0.6345638,-2.359092,-0.5732071,0.8386312,-2.18798,1
-0.3516792,0.630958,-2.443108,-0.6029284,0.6387343,-2.356149,-0.5727813,0.8429306,-2.185259,1
-0.3504634,0.6344895,-2.451434,-0.5999632,0.6509625,-2.360731,-0.5667647,0.8572738,-2.192976,1
-0.3509923,0.6355011,-2.44859,-0.5993568,0.6588787,-2.356302,-0.5647845,0.8666208,-2.190603,1
-0.3501337,0.6383142,-2.454383,-0.5979357,0.6676967,-2.3623,-0.5623912,0.8758224,-2.197289,1
-0.3501337,0.6383142,-2.454383,-0.5979357,0.6676967,-2.3623,-0.5623912,0.8758224,-2.197289,1
-0.3490252,0.639062,-2.455707,-0.5960777,0.6738501,-2.363493,-0.5604343,0.8822005,-2.198787,1
-0.3511367,0.6416039,-2.45163,-0.5974897,0.6780325,-2.358186,-0.5614501,0.8857275,-2.19274,1
-0.3484955,0.6408476,-2.450334,-0.5926089,0.6900181,-2.356849,-0.5553943,0.8992128,-2.193568,1
-0.3476298,0.6448851,-2.452637,-0.5885966,0.7031282,-2.356246,-0.5479292,0.913681,-2.195554,1
-0.3476627,0.6463833,-2.454283,-0.5850602,0.711133,-2.353296,-0.5383626,0.9231421,-2.196198,1
-0.3485231,0.6479355,-2.453695,-0.5826665,0.7186172,-2.34915,-0.531555,0.9330044,-2.196723,1
-0.3466367,0.6495626,-2.444345,-0.5766314,0.728884,-2.336831,-0.5210937,0.9428864,-2.185415,1
-0.3445403,0.6538879,-2.444713,-0.5711758,0.7389248,-2.33447,-0.5126579,0.952298,-2.183289,1
-0.3431345,0.6556059,-2.444422,-0.5666436,0.7480061,-2.333723,-0.5090318,0.9630966,-2.184641,1
-0.3408158,0.6591105,-2.447139,-0.5599409,0.7612553,-2.336237,-0.5032578,0.9778956,-2.189056,1
-0.3394829,0.661935,-2.44827,-0.5552638,0.7719913,-2.338385,-0.5004946,0.9892473,-2.191386,1
-0.338726,0.6628482,-2.449197,-0.5514988,0.7785251,-2.339219,-0.4986618,0.996551,-2.192655,1
-0.3361852,0.6646994,-2.446683,-0.5450653,0.7873045,-2.336749,-0.4942796,1.007545,-2.192794,1
-0.334491,0.6671035,-2.440407,-0.5367977,0.7973596,-2.327032,-0.4785901,1.017343,-2.185513,1
-0.3336469,0.6666206,-2.434355,-0.5314527,0.8031941,-2.320473,-0.4710333,1.023659,-2.180642,1
-0.3325493,0.670553,-2.437355,-0.5265564,0.8128001,-2.323885,-0.4687825,1.034009,-2.18411,1
-0.3288418,0.6762,-2.437504,-0.5202454,0.8217168,-2.323759,-0.4629371,1.042146,-2.182567,1
-0.3266744,0.6787236,-2.440977,-0.5132105,0.8309547,-2.327935,-0.4559368,1.050887,-2.185957,1
-0.3254194,0.6828932,-2.438925,-0.5062497,0.8403226,-2.323752,-0.4468707,1.061777,-2.185041,1
-0.3270422,0.6843115,-2.433428,-0.5019001,0.8461624,-2.315201,-0.4375686,1.068783,-2.180629,1
-0.3246885,0.683865,-2.422757,-0.494175,0.8493035,-2.301707,-0.4266515,1.073195,-2.170859,1
-0.3269683,0.687946,-2.42132,-0.4909981,0.8563566,-2.296899,-0.4236943,1.081799,-2.168625,1
-0.3243553,0.6910153,-2.424523,-0.4810904,0.8651611,-2.298603,-0.4125552,1.091756,-2.173039,1
-0.3230365,0.6943648,-2.421864,-0.4742164,0.8717259,-2.29366,-0.4028675,1.098206,-2.169465,1
-0.3238269,0.6959665,-2.41721,-0.4684302,0.8768099,-2.286313,-0.3914463,1.102866,-2.164737,1
-0.324304,0.6964927,-2.419189,-0.463238,0.879509,-2.285208,-0.3812963,1.104972,-2.165791,1
-0.3236491,0.6987981,-2.418457,-0.4590554,0.8837063,-2.283465,-0.3753659,1.109307,-2.16553,1
-0.322092,0.7001801,-2.417336,-0.4520335,0.889229,-2.282709,-0.3697941,1.116426,-2.166837,1
-0.3235852,0.7023329,-2.417841,-0.4465608,0.8945625,-2.281191,-0.3626265,1.122115,-2.167247,1
-0.3207768,0.703956,-2.411349,-0.4377889,0.8980796,-2.272163,-0.3515859,1.125502,-2.159661,1
-0.32073,0.7044123,-2.410832,-0.4336099,0.9000816,-2.270403,-0.3468454,1.12792,-2.159184,1
-0.3172647,0.7068827,-2.411618,-0.4254888,0.9046755,-2.270501,-0.3360164,1.132,-2.160381,1
-0.3191404,0.7069811,-2.411446,-0.4223903,0.9075019,-2.270452,-0.3315744,1.135384,-2.162606,1
-0.3143582,0.7128439,-2.411405,-0.4075731,0.9200345,-2.273088,-0.320085,1.151076,-2.16929,1
-0.3120087,0.7158114,-2.411704,-0.4010482,0.9244154,-2.272762,-0.3148005,1.156273,-2.169748,1
-0.3139784,0.7164386,-2.40715,-0.3979135,0.9265627,-2.267324,-0.3093621,1.158113,-2.165581,1
-0.3162091,0.7141064,-2.411055,-0.3946134,0.9248887,-2.269027,-0.3012843,1.155593,-2.169661,1
-0.3164698,0.715305,-2.408379,-0.3904257,0.9264746,-2.264551,-0.2933267,1.156212,-2.166566,1
-0.3135925,0.7164994,-2.40043,-0.3857171,0.9274179,-2.25531,-0.2866965,1.156369,-2.157409,1
-0.3129711,0.7156841,-2.398518,-0.3830425,0.927249,-2.253333,-0.2826087,1.156052,-2.156531,1
-0.3096509,0.7198116,-2.400017,-0.3794125,0.9309402,-2.254049,-0.2789969,1.159703,-2.157134,1
-0.3083502,0.7214122,-2.403538,-0.3768977,0.9330281,-2.257701,-0.2764024,1.161966,-2.161284,1
-0.3125347,0.7227806,-2.408496,-0.3790964,0.9359305,-2.263979,-0.2789426,1.165295,-2.168222,1
-0.3075742,0.724319,-2.407449,-0.3747421,0.93711,-2.262683,-0.275206,1.166689,-2.166797,1
-0.3075186,0.7240103,-2.40581,-0.3742721,0.9369994,-2.261144,-0.2743324,1.166656,-2.165864,1
-0.3069735,0.7250172,-2.405361,-0.3733952,0.9379491,-2.260458,-0.273243,1.16756,-2.16529,1
-0.3106757,0.7240378,-2.403745,-0.3757928,0.9368539,-2.258082,-0.2757244,1.166378,-2.162616,1
-0.3090188,0.7231568,-2.406461,-0.373739,0.9361333,-2.260856,-0.273905,1.165938,-2.165824,1
-0.3136038,0.7225121,-2.40597,-0.3767616,0.9356405,-2.259902,-0.2765452,1.165114,-2.164472,1
-0.3141363,0.7212622,-2.408339,-0.3765769,0.9345167,-2.262146,-0.2762998,1.164121,-2.167096,1
-0.3140378,0.7203892,-2.404004,-0.3770064,0.9332782,-2.257506,-0.276981,1.162806,-2.162007,1
-0.3150646,0.721283,-2.404671,-0.3806429,0.9337215,-2.258664,-0.283127,1.164011,-2.162405,1
-0.3215843,0.7168922,-2.409454,-0.3909133,0.9311341,-2.267883,-0.3025111,1.164483,-2.170201,1
-0.3199623,0.7184478,-2.41703,-0.3958065,0.931825,-2.277508,-0.3132333,1.166346,-2.177557,1
-0.3229348,0.7157279,-2.418005,-0.403404,0.926949,-2.277795,-0.3189226,1.159848,-2.175672,1
-0.3207103,0.7134364,-2.418939,-0.4072955,0.9211728,-2.277174,-0.3214419,1.152875,-2.173485,1
-0.3241686,0.7141646,-2.418559,-0.4158533,0.9198027,-2.276942,-0.3315304,1.151091,-2.171095,1
-0.3242851,0.7137083,-2.419773,-0.4222821,0.9172035,-2.279292,-0.3415563,1.148892,-2.171532,1
-0.3254615,0.7106184,-2.421382,-0.4290766,0.9125322,-2.282662,-0.3525676,1.144743,-2.172969,1
-0.3286357,0.7082764,-2.416362,-0.4367889,0.9073984,-2.277071,-0.3586286,1.137963,-2.165093,1
-0.3304357,0.7062779,-2.414963,-0.4440242,0.9022928,-2.275592,-0.3642588,1.131296,-2.16156,1
-0.3279722,0.7056355,-2.414142,-0.4477441,0.8979908,-2.274848,-0.3692165,1.126378,-2.15874,1
-0.3319202,0.7032462,-2.418692,-0.4584578,0.8942759,-2.28362,-0.3879235,1.124509,-2.166037,1
-0.3320671,0.7010587,-2.426012,-0.4650702,0.8907505,-2.295338,-0.4016002,1.122317,-2.176356,1
-0.3322303,0.696847,-2.426779,-0.4711634,0.8834296,-2.297809,-0.4097553,1.114771,-2.177315,1
-0.3355154,0.6944802,-2.433085,-0.4808486,0.8774639,-2.306027,-0.4202303,1.107336,-2.182365,1
-0.3344936,0.6930971,-2.434685,-0.4873418,0.8722047,-2.310966,-0.4309898,1.101107,-2.183542,1
-0.3347899,0.6942039,-2.439662,-0.4939635,0.8700408,-2.319272,-0.4427791,1.098524,-2.18895,1
-0.3378962,0.6913046,-2.440414,-0.4999208,0.8650657,-2.320817,-0.44905,1.092822,-2.189108,1
-0.3403935,0.6876962,-2.44013,-0.5073002,0.8570542,-2.32093,-0.4583252,1.085055,-2.188925,1
-0.3418633,0.6848782,-2.440042,-0.5144418,0.8500493,-2.323065,-0.4681144,1.077539,-2.189235,1
-0.3408832,0.6835095,-2.441716,-0.5213357,0.84195,-2.327339,-0.4781584,1.067807,-2.189743,1
-0.3411606,0.6827911,-2.443895,-0.5262817,0.8368393,-2.330988,-0.4831343,1.061274,-2.191074,1
-0.3454911,0.6806031,-2.444526,-0.5327225,0.8317241,-2.331144,-0.4879515,1.055284,-2.190344,1
-0.3439857,0.6773319,-2.443555,-0.5361898,0.8225038,-2.330722,-0.4926259,1.045956,-2.189372,1
-0.3465056,0.6729301,-2.452655,-0.5428881,0.8135459,-2.341257,-0.5014479,1.036167,-2.197972,1
-0.3508177,0.6704146,-2.452977,-0.5502293,0.8064654,-2.341292,-0.510269,1.027997,-2.195911,1
-0.349326,0.6689067,-2.449612,-0.5537369,0.7987676,-2.339608,-0.5158988,1.018837,-2.191466,1
-0.3495491,0.6674771,-2.452467,-0.5577738,0.7933717,-2.345036,-0.5225203,1.013353,-2.196128,1
-0.3523496,0.6634979,-2.454012,-0.5641248,0.7842013,-2.347568,-0.5287622,1.004348,-2.198929,1
-0.3540286,0.6628503,-2.4565,-0.5697709,0.7775373,-2.351377,-0.5357306,0.9971173,-2.201597,1
-0.3567566,0.6607522,-2.458866,-0.5750139,0.771339,-2.354545,-0.5389313,0.9901763,-2.204157,1
-0.3550502,0.657683,-2.456142,-0.5746307,0.766356,-2.35259,-0.5369213,0.984697,-2.20188,1
-0.3545365,0.6544187,-2.453177,-0.5749493,0.7612675,-2.349495,-0.5343109,0.9793292,-2.199142,1
-0.3563385,0.6530316,-2.454873,-0.5792654,0.7543631,-2.351027,-0.5397642,0.9728413,-2.200976,1
-0.3585916,0.6520619,-2.458103,-0.5837174,0.7481971,-2.35406,-0.544731,0.9667168,-2.203935,1
-0.3556311,0.6519485,-2.455115,-0.5847797,0.7410645,-2.353637,-0.5485064,0.9579104,-2.200436,1
-0.3585032,0.6503627,-2.45649,-0.5892611,0.7361015,-2.355752,-0.5519718,0.9515548,-2.20084,1
-0.3555346,0.650618,-2.456942,-0.5882058,0.7321723,-2.357134,-0.5531493,0.9467064,-2.200435,1
-0.3581576,0.6484286,-2.456845,-0.5923841,0.7259396,-2.357454,-0.5583988,0.9404066,-2.200428,1
-0.3577034,0.646505,-2.458104,-0.5947434,0.7179196,-2.360839,-0.564703,0.9322011,-2.202759,1
-0.3602033,0.6426141,-2.458233,-0.6000657,0.7073936,-2.363269,-0.5723902,0.9195316,-2.2019,1
-0.3576536,0.6414608,-2.453326,-0.5995277,0.7012043,-2.36018,-0.5731901,0.9128717,-2.197972,1
-0.3592786,0.6359584,-2.443155,-0.6024292,0.6922622,-2.351197,-0.5775216,0.9030242,-2.18759,1
-0.3575099,0.6352894,-2.442464,-0.6021054,0.6862224,-2.35121,-0.5787895,0.896635,-2.18692,1
-0.3610885,0.6343883,-2.447091,-0.606373,0.6815164,-2.355642,-0.5825213,0.8914505,-2.190818,1
-0.3614367,0.6353586,-2.447438,-0.6087011,0.6735553,-2.357162,-0.5877131,0.8829623,-2.191281,1
-0.3617163,0.6327767,-2.45041,-0.6108763,0.6644502,-2.362862,-0.5931731,0.872424,-2.194809,1
-0.3602753,0.6304508,-2.436475,-0.6099604,0.6567062,-2.348632,-0.5926806,0.8628066,-2.178243,1
-0.3619128,0.6309319,-2.445889,-0.6127573,0.6528028,-2.360173,-0.5978202,0.8581052,-2.188603,1
-0.3619777,0.6313391,-2.443646,-0.6134446,0.6491694,-2.358823,-0.5988342,0.8534351,-2.185993,1
-0.3639666,0.6306627,-2.443568,-0.6154896,0.6460721,-2.358437,-0.6001444,0.8500041,-2.185277,1
-0.3628996,0.6300508,-2.445602,-0.615319,0.6419793,-2.362592,-0.6019213,0.8457083,-2.189031,1
-0.3626895,0.6297702,-2.445558,-0.6152676,0.637013,-2.36249,-0.6016717,0.8402981,-2.188425,1
-0.3631841,0.6290355,-2.443359,-0.6164061,0.6321794,-2.362013,-0.6041382,0.8339467,-2.186093,1
-0.3652394,0.6291103,-2.446015,-0.618892,0.628931,-2.36596,-0.607482,0.8301995,-2.189412,1
-0.3662209,0.6274991,-2.442508,-0.620128,0.6236497,-2.363357,-0.6094411,0.8244317,-2.186211,1
-0.3671843,0.6276797,-2.445984,-0.6213199,0.6213387,-2.367732,-0.6115037,0.821922,-2.190311,1
-0.3629678,0.6288787,-2.445161,-0.6175031,0.620106,-2.368458,-0.6098604,0.8195656,-2.189669,1
-0.3660894,0.6277356,-2.450022,-0.6207083,0.6180303,-2.37371,-0.6129088,0.817521,-2.194962,1
-0.3658444,0.6273426,-2.447228,-0.6205412,0.6169951,-2.371261,-0.6140686,0.8157606,-2.191654,1
-0.3632813,0.6257249,-2.43939,-0.6180157,0.6157913,-2.363494,-0.6126418,0.8142325,-2.183492,1
-0.3673915,0.6239203,-2.443322,-0.6222146,0.6143447,-2.367678,-0.6162164,0.8133432,-2.188313,1
-0.364472,0.6238222,-2.438627,-0.6194677,0.6148406,-2.363493,-0.6150087,0.8133223,-2.183511,1
-0.3625652,0.6253388,-2.440097,-0.6178595,0.6159112,-2.36604,-0.6142949,0.8141147,-2.185732,1
-0.3628902,0.6259385,-2.439753,-0.618251,0.6171987,-2.365842,-0.6144155,0.8157815,-2.185957,1
-0.3616275,0.6287887,-2.440815,-0.6170144,0.6212673,-2.366859,-0.6144997,0.8207184,-2.187915,1
-0.3611013,0.6287516,-2.43831,-0.6164047,0.6233524,-2.363882,-0.6137326,0.8239604,-2.186237,1
-0.361208,0.6309977,-2.442285,-0.6153793,0.632935,-2.363916,-0.6080113,0.835061,-2.188135,1
-0.3595115,0.6318339,-2.438723,-0.6136187,0.6362214,-2.360245,-0.6069961,0.8383115,-2.184392,1
-0.3587453,0.6336685,-2.453184,-0.6129187,0.6426086,-2.375309,-0.6079464,0.8456874,-2.200545,1
-0.3583281,0.6335148,-2.450012,-0.6120964,0.644487,-2.371083,-0.6072277,0.8480557,-2.196886,1
-0.3589168,0.6363705,-2.458012,-0.6124852,0.6526423,-2.379356,-0.6079875,0.8594351,-2.208989,1
-0.3578146,0.6413749,-2.459915,-0.6100228,0.6637005,-2.378422,-0.6032706,0.8717611,-2.209681,1
-0.3545066,0.6443081,-2.459589,-0.6058982,0.6726533,-2.377448,-0.59833,0.8803926,-2.208346,1
-0.359247,0.6411852,-2.461398,-0.6085796,0.6779943,-2.376388,-0.5945927,0.8875167,-2.209915,1
-0.3577505,0.6406579,-2.461534,-0.6051533,0.6837983,-2.373902,-0.5866563,0.8941798,-2.20896,1
-0.3561109,0.6439728,-2.45874,-0.6007395,0.6951111,-2.367689,-0.5759194,0.9070871,-2.205645,1
-0.3560141,0.646292,-2.460488,-0.5980454,0.7060584,-2.367766,-0.5687169,0.9183437,-2.206884,1
-0.3532509,0.6501439,-2.461317,-0.5930668,0.7162875,-2.367179,-0.5604396,0.9294966,-2.208164,1
-0.3553623,0.6509722,-2.461145,-0.5927924,0.7227757,-2.365126,-0.5588264,0.9388377,-2.210298,1
-0.3531708,0.6543033,-2.458706,-0.5867593,0.7351036,-2.360439,-0.5500534,0.9513351,-2.206475,1
-0.3540701,0.6571813,-2.455058,-0.5837405,0.7457305,-2.354266,-0.5462388,0.9630877,-2.202089,1
-0.3491017,0.6611167,-2.455985,-0.5759422,0.756502,-2.355022,-0.5404224,0.9749314,-2.203908,1
-0.3470252,0.6612055,-2.448661,-0.5689229,0.766341,-2.346405,-0.5306891,0.985521,-2.19705,1
-0.3457115,0.6648255,-2.44789,-0.564038,0.7754332,-2.343737,-0.5264535,0.994741,-2.194406,1
-0.344999,0.6667836,-2.447996,-0.5586495,0.7834369,-2.340786,-0.5164779,1.002964,-2.193011,1
-0.3461528,0.6674799,-2.442532,-0.5543543,0.7910842,-2.332429,-0.5088212,1.012017,-2.187778,1
-0.3436915,0.6715085,-2.438432,-0.5459724,0.803885,-2.327493,-0.4980969,1.025183,-2.184163,1
-0.3408588,0.6750786,-2.440093,-0.5394679,0.8126867,-2.328886,-0.4911488,1.034195,-2.186032,1
-0.3399197,0.67737,-2.437752,-0.5336528,0.8212172,-2.325841,-0.4844143,1.043596,-2.184662,1
-0.340604,0.6797012,-2.436303,-0.5272614,0.8307536,-2.321888,-0.4745349,1.054814,-2.184684,1
-0.3389381,0.6842836,-2.433995,-0.5187436,0.8425046,-2.318303,-0.4624703,1.066858,-2.182998,1
-0.3368844,0.6878071,-2.438205,-0.5116429,0.851689,-2.32266,-0.4562297,1.076888,-2.188409,1
-0.3364916,0.6892586,-2.439856,-0.5084867,0.8570781,-2.325826,-0.4556154,1.083264,-2.192211,1
-0.3353558,0.6888629,-2.43318,-0.5006494,0.8609951,-2.315719,-0.4418573,1.088067,-2.186143,1
-0.3297258,0.6940672,-2.435544,-0.4921702,0.8671187,-2.315488,-0.4301483,1.093894,-2.186901,1
-0.3351427,0.6946934,-2.432833,-0.4904779,0.8728427,-2.310839,-0.4275795,1.101359,-2.185811,1
-0.3336649,0.6976882,-2.431339,-0.4836426,0.8801855,-2.309069,-0.4217848,1.110027,-2.185963,1
-0.3309678,0.7008605,-2.425968,-0.4746424,0.8861178,-2.300327,-0.4075651,1.115276,-2.178689,1
-0.3290752,0.7019598,-2.421924,-0.4670719,0.8881147,-2.291341,-0.3929973,1.115817,-2.171038,1
-0.3287216,0.7036622,-2.418674,-0.4620817,0.8910745,-2.285106,-0.3824407,1.117888,-2.166695,1
-0.3278866,0.7050903,-2.420761,-0.4576022,0.8938965,-2.285578,-0.376163,1.120829,-2.168626,1
-0.3267261,0.7075056,-2.420705,-0.4522383,0.8991466,-2.285542,-0.3705496,1.12665,-2.169882,1
-0.3247298,0.7087442,-2.418587,-0.4462438,0.9023457,-2.282567,-0.365425,1.130693,-2.167962,1
-0.322661,0.7099072,-2.417197,-0.4370891,0.9063613,-2.279137,-0.3539761,1.135095,-2.166969,1
-0.3269927,0.707699,-2.414579,-0.4340069,0.9075073,-2.275392,-0.3489544,1.136897,-2.166055,1
-0.3235491,0.7087566,-2.413759,-0.4268817,0.9094013,-2.273002,-0.3404328,1.138762,-2.164704,1
-0.3239239,0.7078581,-2.415018,-0.4232423,0.9096478,-2.273013,-0.334927,1.139275,-2.166805,1
-0.3209306,0.7098263,-2.413341,-0.4168013,0.9140437,-2.272442,-0.3296888,1.144732,-2.167548,1
-0.3194371,0.7114604,-2.413406,-0.4108466,0.9187947,-2.274103,-0.3253059,1.150754,-2.170731,1
-0.3143221,0.7141777,-2.414033,-0.4035545,0.9226006,-2.274943,-0.3198422,1.155357,-2.171865,1
-0.3133294,0.7144003,-2.412726,-0.3979867,0.9244901,-2.273285,-0.3129648,1.157392,-2.171618,1
-0.3096417,0.7166905,-2.412662,-0.3908567,0.927043,-2.271578,-0.3026956,1.159316,-2.171152,1
-0.3117282,0.7172815,-2.408822,-0.389055,0.928704,-2.267155,-0.2986582,1.160475,-2.167561,1
-0.3107601,0.7173428,-2.405321,-0.3858129,0.9289212,-2.262667,-0.2938902,1.160269,-2.163486,1
-0.3123523,0.7178271,-2.406401,-0.3843721,0.9296852,-2.262603,-0.2900741,1.160394,-2.164169,1
-0.3074392,0.7196686,-2.407365,-0.3804145,0.931579,-2.264127,-0.2866582,1.162639,-2.165998,1
-0.3067132,0.7190229,-2.408589,-0.377667,0.9321064,-2.266078,-0.2821708,1.163067,-2.169403,1
-0.304516,0.7160598,-2.403656,-0.3750063,0.9290605,-2.260791,-0.2794564,1.160301,-2.164841,1
-0.3054691,0.7193345,-2.400347,-0.376189,0.9319052,-2.256957,-0.2810273,1.162873,-2.15997,1
-0.307336,0.7190713,-2.400681,-0.3767332,0.9318631,-2.256973,-0.2808457,1.162601,-2.160155,1
-0.3026706,0.7191622,-2.400444,-0.3722044,0.9315501,-2.256205,-0.2759083,1.162184,-2.159544,1
-0.3068618,0.7177965,-2.401183,-0.3748934,0.9306164,-2.256865,-0.278599,1.161361,-2.160466,1
-0.3072032,0.71731,-2.402945,-0.375423,0.9304786,-2.259231,-0.2810323,1.161965,-2.162729,1
-0.3085417,0.717493,-2.404152,-0.3774599,0.9309692,-2.26123,-0.2853953,1.163166,-2.164188,1
-0.3055406,0.7180877,-2.405874,-0.3766214,0.9313726,-2.263728,-0.2872274,1.164348,-2.166057,1
-0.3082319,0.718428,-2.405104,-0.3822293,0.9316024,-2.264286,-0.2974184,1.165831,-2.165532,1
-0.3068773,0.7162235,-2.406909,-0.3844556,0.9300578,-2.26905,-0.3034281,1.165677,-2.170428,1
-0.3093454,0.7161587,-2.409143,-0.3892549,0.9295914,-2.271995,-0.3104689,1.165478,-2.172202,1
-0.3098804,0.7147804,-2.410459,-0.3950503,0.9254375,-2.27219,-0.3159308,1.160229,-2.170105,1
-0.3110221,0.7122107,-2.412432,-0.4008036,0.9199936,-2.272739,-0.3191698,1.153286,-2.169207,1
-0.3119007,0.711076,-2.417317,-0.4072038,0.9168155,-2.278259,-0.3268634,1.149911,-2.17328,1
-0.3140112,0.7105627,-2.418715,-0.4143987,0.914795,-2.28102,-0.3386259,1.148449,-2.173911,1
-0.3125872,0.7106319,-2.421879,-0.4198079,0.912326,-2.285601,-0.3483656,1.145983,-2.175562,1
-0.3144661,0.7084023,-2.421014,-0.4264903,0.90728,-2.284461,-0.3537427,1.139426,-2.172103,1
-0.3137076,0.7054446,-2.421621,-0.4307781,0.9007506,-2.284149,-0.354305,1.130921,-2.170212,1
-0.3172912,0.7017786,-2.418878,-0.439154,0.8939683,-2.281179,-0.3612669,1.122991,-2.165895,1
-0.318964,0.7009741,-2.424002,-0.4468841,0.8913933,-2.289371,-0.3738158,1.121305,-2.172711,1
-0.3205783,0.6986023,-2.425456,-0.4553914,0.8858041,-2.293057,-0.3881628,1.116706,-2.17485,1
-0.3221567,0.6981248,-2.430778,-0.4633828,0.8824282,-2.301025,-0.4025519,1.113796,-2.180291,1
-0.3186585,0.6922204,-2.426604,-0.4663918,0.8723437,-2.298233,-0.4048629,1.101957,-2.174539,1
-0.3213727,0.6922617,-2.43366,-0.4771823,0.8679285,-2.308708,-0.4189893,1.095783,-2.180239,1
-0.3207696,0.6917723,-2.437907,-0.4836941,0.8631823,-2.316158,-0.4290477,1.089385,-2.183289,1
-0.3208389,0.6894573,-2.437752,-0.4888123,0.8579122,-2.318771,-0.4371097,1.083174,-2.183153,1
-0.3225675,0.6872835,-2.445623,-0.4949054,0.852167,-2.327888,-0.4447844,1.077801,-2.192295,1
-0.3234983,0.6852722,-2.44325,-0.500003,0.845547,-2.325324,-0.4504409,1.070892,-2.189046,1
-0.325799,0.6830699,-2.44113,-0.5056882,0.8394002,-2.323023,-0.4544161,1.063826,-2.185864,1
-0.330098,0.6821747,-2.442431,-0.5150682,0.8340752,-2.32641,-0.4665126,1.057789,-2.187117,1
-0.3313602,0.679371,-2.441344,-0.5211492,0.8271651,-2.327829,-0.476802,1.050998,-2.187328,1
-0.3304601,0.6777664,-2.443122,-0.5234836,0.821522,-2.329876,-0.4803939,1.045235,-2.188795,1
-0.3354855,0.6740924,-2.446083,-0.5316489,0.8146334,-2.334205,-0.4897606,1.038021,-2.192249,1
-0.3336474,0.6719612,-2.447556,-0.5336339,0.807664,-2.336477,-0.492307,1.03028,-2.193151,1
-0.3353628,0.6715605,-2.454904,-0.5380362,0.8037538,-2.344465,-0.4970897,1.025855,-2.200233,1
-0.3376099,0.6685368,-2.453893,-0.5424486,0.7983106,-2.344585,-0.5023378,1.019562,-2.198821,1
-0.3407546,0.6654214,-2.452802,-0.5492084,0.7906979,-2.345093,-0.5138531,1.012236,-2.198534,1
-0.3392213,0.6636449,-2.453843,-0.5512236,0.7830766,-2.346421,-0.519478,1.004612,-2.199034,1
-0.3380829,0.6635205,-2.450181,-0.5532306,0.777963,-2.343585,-0.5228343,0.9986371,-2.194631,1
-0.3387548,0.6620819,-2.4542,-0.5568535,0.7711206,-2.347936,-0.5271555,0.9898449,-2.195995,1
-0.3408235,0.6570027,-2.448333,-0.5609676,0.7633389,-2.343558,-0.5320389,0.9817805,-2.191063,1
-0.3416626,0.6570006,-2.448304,-0.5640295,0.7583721,-2.343302,-0.5308272,0.9748799,-2.188932,1
-0.3448569,0.6564336,-2.452945,-0.5684624,0.755385,-2.348266,-0.5331122,0.9720823,-2.19464,1
-0.3453429,0.6520495,-2.448379,-0.5714611,0.7463764,-2.344835,-0.5366232,0.963064,-2.191078,1
-0.3441295,0.6502516,-2.441926,-0.5721166,0.7396011,-2.338066,-0.5350891,0.9551823,-2.183269,1
-0.3443531,0.6498944,-2.444938,-0.5745956,0.7348088,-2.342339,-0.537286,0.9495676,-2.186471,1
-0.3482953,0.6500679,-2.450773,-0.5798512,0.7312847,-2.348136,-0.5408421,0.9451406,-2.191445,1
-0.3503843,0.6518775,-2.453422,-0.5843896,0.7281252,-2.352545,-0.5457216,0.941044,-2.194499,1
-0.3506166,0.6498704,-2.454085,-0.5851999,0.7243468,-2.353226,-0.5453674,0.9371362,-2.195295,1
-0.3495851,0.6485912,-2.449647,-0.5856204,0.7192593,-2.349438,-0.5448976,0.9316116,-2.191146,1
-0.3496619,0.6458616,-2.449234,-0.5875086,0.7118888,-2.350149,-0.5462245,0.9235468,-2.191074,1
-0.3507469,0.6433144,-2.449212,-0.5905395,0.7027848,-2.350667,-0.5484937,0.9133785,-2.190383,1
-0.3504521,0.6445184,-2.447086,-0.592213,0.69727,-2.349529,-0.549427,0.9064687,-2.187623,1
-0.3533883,0.6445081,-2.456043,-0.5959163,0.6946412,-2.359011,-0.5526737,0.9040764,-2.197532,1
-0.3540032,0.6437932,-2.457107,-0.5970964,0.6915036,-2.360268,-0.5539469,0.9004743,-2.198164,1
