Time,Right_Angle,Left_Angle
10.38067197799683,108.6304,110.7503
10.3972270488739,106.6946,108.8159
10.41385102272034,105.2644,106.964
10.43056797981262,104.5357,104.8217
10.44743180274963,102.5598,103.1144
10.46384215354919,101.4422,101.6265
10.47941184043884,100.7885,99.93077
10.49707913398743,99.27051,98.30808
10.51374197006226,97.77365,95.98901
10.53048896789551,96.39026,94.26109
10.54718804359436,95.75687,93.2241
10.56365704536438,95.27481,92.49306
10.58023500442505,95.09247,92.09224
10.59698295593262,94.86581,91.50454
10.61350512504578,93.77704,90.54618
10.63029193878174,92.68665,89.04977
10.64586710929871,92.19891,87.87866
10.66358304023743,91.72269,87.24411
10.67911982536316,91.50674,86.7167
10.6967670917511,91.46985,86.29624
10.71352100372314,90.62561,85.21542
10.72915196418762,89.45367,84.07539
10.74670100212097,88.2695,82.40595
10.76326680183411,87.37683,81.2625
10.78005003929138,86.64917,81.13153
10.79573082923889,-86.56176,80.37603
10.81317400932312,-85.84061,80.89111
10.82890295982361,-85.51378,79.72334
10.8466739654541,-85.24405,79.94207
10.86307096481323,-85.24088,79.19424
10.87978196144104,-85.39256,79.52103
10.89668703079224,-85.47215,79.26894
10.91296696662903,-85.10177,78.9575
10.92973399162292,-85.3969,79.05192
10.94643902778625,-85.69946,79.00107
10.96290707588196,-85.68307,79.39925
10.97954797744751,-85.78158,79.3101
10.99628400802612,-86.0544,79.97323
11.01282906532288,-85.99088,80.5139
11.02962708473206,-86.31235,81.93275
11.04519200325012,86.17569,82.51051
11.06275486946106,87.24295,83.2571
11.0793468952179,88.18622,84.43144
11.09606194496155,88.64233,84.75755
11.11268591880798,89.20105,86.31679
11.12841796875,90.31189,88.06431
11.14612507820129,91.62537,89.51046
11.16254782676697,92.38678,90.38357
11.17927598953247,93.49234,91.88632
11.19608998298645,94.72549,94.13468
11.212975025177,95.86136,96.01686
11.22913289070129,96.3349,96.995
11.24584603309631,97.18918,98.1908
11.26144480705261,98.42819,99.58764
11.27906584739685,99.09637,100.8143
11.29574203491211,100.1046,102.2454
11.31229281425476,101.2776,103.4762
11.32908701896667,102.7257,105.6488
11.34554982185364,103.0641,106.3882
11.36242294311523,103.6465,107.9078
11.3789210319519,104.9794,109.8911
11.3955409526825,106.0007,111.2187
11.41217303276062,107.4383,112.7493
11.42786383628845,108.2324,114.2329
11.44562983512878,109.7367,116.2547
11.46217703819275,110.9044,118.0669
11.47865414619446,112.6639,120.2542
11.4955940246582,114.4586,122.0653
11.51197695732117,116.0229,124.1657
11.52867007255554,117.0791,125.8923
11.54521489143372,118.8588,127.186
11.56191897392273,119.9145,128.9186
11.57857394218445,121.7551,130.4612
11.59516501426697,122.281,131.5841
11.6119658946991,122.7687,133.2691
11.62748789787292,123.9686,134.6397
11.64534783363342,124.6804,136.2336
11.66067814826965,125.522,137.675
11.67867207527161,126.1856,138.3637
11.69404602050781,126.7534,138.8355
11.71158909797668,127.4451,139.8457
11.72854590415955,128.9218,140.3695
11.74495100975037,129.4381,141.3174
11.76164412498474,130.4387,141.9163
11.77817893028259,130.2751,142.5956
11.79510092735291,130.5392,143.4622
11.81148600578308,132.3116,143.8416
11.82807087898254,133.8652,144.4058
11.84472584724426,133.9906,144.8378
11.86139607429504,133.896,145.1689
11.87802481651306,133.9043,145.5114
11.89493680000305,134.4874,145.7972
11.91156601905823,134.9366,145.6888
11.92713713645935,135.3558,146.0636
11.94461297988892,135.4519,145.9422
11.96142292022705,136.2345,146.1025
11.97775912284851,136.1987,146.0282
11.99464583396912,136.4048,145.9854
12.01109910011292,137.0989,146.3232
12.02772688865662,136.1971,146.264
12.04339909553528,136.0336,146.3068
12.0610089302063,135.86,146.2859
12.07774901390076,136.157,146.081
12.09331393241882,135.4468,145.6518
12.11167001724243,135.1213,146.0178
12.12680602073669,135.1213,146.0178
12.14441180229187,134.8103,146.0018
12.16136693954468,134.5173,145.5835
12.17755699157715,135.3014,145.0358
12.19464087486267,134.7275,144.549
12.2098069190979,133.6308,144.0143
12.22756409645081,132.3803,142.8812
12.24424695968628,131.884,141.3643
12.2607090473175,130.2648,140.3253
12.27734899520874,129.4194,139.632
12.29299998283386,128.7082,138.5629
12.31062793731689,127.7115,137.1479
12.32726502418518,127.1152,135.9189
12.34285593032837,125.8967,134.9658
12.36068391799927,125.1498,133.3761
12.37616395950317,124.4753,131.2832
12.39386105537415,123.68,129.3684
12.41057515144348,121.8321,127.5108
12.4271228313446,119.828,125.9868
12.44266486167908,119.4609,124.8354
12.46036505699158,118.6335,123.2559
12.47696614265442,117.6698,121.6989
12.49362111091614,116.0013,119.4183
12.510409116745,114.3854,117.9533
12.5259268283844,113.8394,117.0219
12.54351997375488,112.6614,115.8313
12.56018996238708,110.649,114.2282
12.57678198814392,109.8679,112.8956
12.59371495246887,108.3717,111.2715
12.61021399497986,107.2089,109.6456
12.62575602531433,106.2015,108.2037
12.64347791671753,104.7158,106.2911
12.66007995605469,103.4338,104.7602
12.67660307884216,103.1548,103.1361
12.69232583045959,101.4466,100.8399
12.70996308326721,100.368,98.75038
12.72667098045349,100.0045,96.9705
12.7433500289917,98.84174,94.62179
12.75985789299011,97.49216,92.27736
12.77640509605408,96.83322,90.7149
12.79311203956604,95.9855,89.56802
12.80873799324036,94.60611,88.01763
12.82648491859436,93.5213,86.63042
12.84304881095886,92.8652,85.88036
12.85965514183044,92.69778,84.25098
12.87632584571838,91.57434,82.34255
12.89212489128113,-90.53869,81.10558
12.90956401824951,-90.03087,79.36024
12.92624998092651,-89.67506,78.34403
12.94183087348938,-88.58033,76.38643
12.95948100090027,-88.18256,75.74699
12.97631812095642,-87.51325,74.76119
12.99182391166687,-86.79312,73.53339
13.00939583778381,-86.79149,72.44549
13.02625107765198,-86.59142,72.01583
